post_id,post_url,author_id,author_username,author_followers,author_following,author_created,author_account_age_days,author_verified,author_tweet_count,text,created_at,lang,has_media,media_types,media_urls,is_reply,is_retweet,is_quote,possibly_sensitive,likes,retweets,replies,views,bookmarks,quotes,hashtags,content_type,ai_generated,is_synthetic,hour_of_day,engagement_total,engagement_rate
syn_control_000522,,syn_user_773672,synuser_83950,602,1690,,2690,False,772,[synthetic] control post #522,2026-02-12 00:00:00,en,True,,,False,False,False,False,10,0,0,19,0,0,"photography,portrait",control,0.0,True,8,10,0.5263157894736842
syn_control_000621,,syn_user_385593,synuser_94017,536,586,,255,False,6620,[synthetic] control post #621,2026-01-23 00:00:00,en,False,photo,,False,False,False,False,9,0,0,26,0,0,"artistsontwitter,digitalart,nsfw",control,0.0,True,22,9,0.34615384615384615
2044394521056931869,https://x.com/rn_0x0_m/status/2044394521056931869,803139680971591681,rn_0x0_m,720,412,Mon Nov 28 07:33:16 +0000 2016,3426,False,5048,".
.
Photo by @kiyohara_fuwari 
.
.
#被写体 #ポートレート #portrait 
#ポートレート好きな人と繋がりたい https://t.co/G9atdF9DK2",2026-04-15 12:36:51,en,True,photo,https://pbs.twimg.com/media/HF8l-z4bkAA9X28.jpg,False,False,False,False,4,0,0,125,0,0,"被写体,ポートレート,portrait,ポートレート好きな人と繋がりたい",control,False,False,12,4,0.032
syn_control_000537,,syn_user_829780,synuser_86071,826,933,,1253,False,4728,[synthetic] control post #537,2026-02-12 00:00:00,en,False,,,False,False,False,False,10,0,0,25,0,0,"portrait,nsfw",control,0.0,True,10,10,0.4
syn_control_000646,,syn_user_928405,synuser_31403,977,67,,164,False,5805,[synthetic] control post #646,2026-04-09 00:00:00,en,True,,,False,False,False,False,2,0,0,17,0,0,"portrait,photography,nsfw",control,0.0,True,1,2,0.11764705882352941
syn_control_000470,,syn_user_349271,synuser_51041,892,999,,2470,False,1970,[synthetic] control post #470,2026-01-07 00:00:00,en,True,,,False,False,False,False,2,0,0,12,0,0,digitalart,control,0.0,True,15,2,0.16666666666666666
syn_control_000478,,syn_user_882512,synuser_78971,810,1425,,1154,False,2016,[synthetic] control post #478,2025-11-19 00:00:00,en,True,photo,,False,False,False,False,0,0,0,25,0,0,digitalart,control,0.0,True,7,0,0.0
2043036620442452116,https://x.com/rkl_artworks/status/2043036620442452116,1471196337999958025,rkl_artworks,24,738,Wed Dec 15 19:12:02 +0000 2021,1583,False,171,(with reference) #art #portrait #digitalart #drawing https://t.co/BfJMUOZ3T7,2026-04-11 18:41:02,en,True,photo,"https://pbs.twimg.com/media/HFpSreNXgAA05o2.jpg,https://pbs.twimg.com/media/HFpSreOWkAAKv6o.jpg",False,False,False,False,3,0,0,14,0,0,"art,portrait,digitalart,drawing",control,False,False,18,3,0.2142857142857142
2041425847387881808,https://x.com/ArchDaily/status/2041425847387881808,14362241,ArchDaily,1730010,2482,Fri Apr 11 16:27:51 +0000 2008,6579,True,119796,"Waiheke House by Cheshire Architects
New Zealand 🇳🇿

#photography: Sam Hartnett
https://t.co/znhcmxtyFk https://t.co/r8taZx2ZSf",2026-04-07 08:00:24,en,True,photo,"https://pbs.twimg.com/media/HFSZ--TakAAF4wV.jpg,https://pbs.twimg.com/media/HFSZ_LRaIAAxsqH.jpg,https://pbs.twimg.com/media/HFSZ_X1bcAACHNo.jpg",False,False,False,False,260,28,1,12508,68,0,photography,control,False,False,8,289,0.0231052126638951
syn_control_000592,,syn_user_414758,synuser_30933,708,892,,2870,False,6697,[synthetic] control post #592,2025-12-16 00:00:00,en,False,,,False,False,False,False,0,0,0,16,0,0,"photography,artistsontwitter",control,0.0,True,22,0,0.0
syn_control_000696,,syn_user_261410,synuser_72056,556,620,,2041,False,9462,[synthetic] control post #696,2026-02-11 00:00:00,en,True,,,False,False,False,True,8,0,0,19,0,0,"digitalart,artistsontwitter,portrait",control,0.0,True,15,8,0.42105263157894735
syn_control_000641,,syn_user_520958,synuser_80065,911,1994,,1203,False,152,[synthetic] control post #641,2026-02-15 00:00:00,en,False,,,False,False,False,False,0,0,0,18,0,0,"photography,artistsontwitter,digitalart",control,0.0,True,4,0,0.0
syn_control_000495,,syn_user_809602,synuser_18377,778,67,,3389,False,3044,[synthetic] control post #495,2026-04-15 00:00:00,en,True,,,False,False,False,False,2,0,0,22,0,0,photography,control,0.0,True,13,2,0.09090909090909091
syn_control_000425,,syn_user_226515,synuser_64678,447,58,,897,False,8723,[synthetic] control post #425,2025-12-14 00:00:00,en,True,photo,,False,False,False,False,0,0,0,26,0,0,"nsfw,digitalart,portrait",control,0.0,True,7,0,0.0
syn_control_000496,,syn_user_110482,synuser_47399,721,508,,3060,False,5983,[synthetic] control post #496,2026-03-10 00:00:00,en,False,,,False,False,False,False,2,0,0,20,0,0,"photography,digitalart,nsfw",control,0.0,True,19,2,0.1
syn_control_000504,,syn_user_835681,synuser_60216,626,1096,,2798,False,4164,[synthetic] control post #504,2026-02-27 00:00:00,en,False,photo,,False,False,False,False,4,0,0,15,0,0,digitalart,control,0.0,True,21,4,0.26666666666666666
syn_control_000434,,syn_user_349240,synuser_93466,443,858,,1134,False,9765,[synthetic] control post #434,2026-04-05 00:00:00,en,True,,,False,False,False,False,4,0,0,10,0,0,"nsfw,portrait",control,0.0,True,5,4,0.4
syn_control_000566,,syn_user_930334,synuser_14009,771,1756,,1966,False,9593,[synthetic] control post #566,2025-12-25 00:00:00,en,False,photo,,False,False,False,False,1,0,0,26,0,0,artistsontwitter,control,0.0,True,2,1,0.038461538461538464
syn_control_000381,,syn_user_809238,synuser_80375,500,1788,,1988,False,8680,[synthetic] control post #381,2025-11-24 00:00:00,en,True,video,,False,False,False,False,4,0,0,17,0,0,"portrait,digitalart",control,0.0,True,1,4,0.23529411764705882
syn_control_000623,,syn_user_631258,synuser_48134,721,1742,,1854,False,8595,[synthetic] control post #623,2025-11-09 00:00:00,en,False,video,,False,False,False,False,0,0,0,13,0,0,"artistsontwitter,nsfw,photography",control,0.0,True,15,0,0.0
syn_control_000555,,syn_user_875650,synuser_47009,905,1328,,626,False,586,[synthetic] control post #555,2026-04-05 00:00:00,en,True,,,True,False,False,False,5,0,0,19,0,0,portrait,control,0.0,True,11,5,0.2631578947368421
2044681696474464757,https://x.com/Imagein8/status/2044681696474464757,1319430305581731840,Imagein8,13215,11249,Fri Oct 23 00:09:11 +0000 2020,2002,False,25274,"Submarine, yet not really! 📸 streetartporn 
#StreetArt #UrbanArt #StreetPhotography #ArtInPublic https://t.co/Vg2geUTNGv",2026-04-16 07:37:59,en,True,photo,https://pbs.twimg.com/media/HGArKdWa0AAho-t.jpg,False,False,False,False,24,4,1,183,0,0,"streetart,urbanart,streetphotography,artinpublic",control,False,False,7,29,0.1584699453551912
syn_control_000687,,syn_user_821161,synuser_38786,660,274,,1567,False,5689,[synthetic] control post #687,2025-12-16 00:00:00,en,False,photo,,False,False,False,False,0,0,0,22,0,0,"digitalart,nsfw",control,0.0,True,4,0,0.0
syn_control_000445,,syn_user_519807,synuser_90821,675,1078,,1548,False,7308,[synthetic] control post #445,2025-11-09 00:00:00,en,False,photo,,True,False,False,True,0,0,0,23,0,0,nsfw,control,0.0,True,11,0,0.0
syn_control_000695,,syn_user_991146,synuser_46713,628,690,,30,False,533,[synthetic] control post #695,2025-11-21 00:00:00,en,False,photo,,False,False,False,False,7,0,0,18,0,0,"digitalart,nsfw,portrait",control,0.0,True,0,7,0.3888888888888889
2044656162268909691,https://x.com/JohannArts/status/2044656162268909691,1597487989260980224,JohannArts,1,13,Tue Nov 29 07:10:10 +0000 2022,1234,False,19,"just a rework of an old drawing.. Ranni The Witch

#eldenring #illustration #portrait #fanart #noAI #photoshop https://t.co/XpWNCqQWbL",2026-04-16 05:56:31,en,True,photo,https://pbs.twimg.com/media/HGAT49xbUAASRXi.jpg,False,False,False,False,4,0,0,28,0,0,"eldenring,illustration,portrait,fanart,noai,photoshop",control,False,False,5,4,0.1428571428571428
2044356647313907919,https://x.com/codama_photo/status/2044356647313907919,1815370965217689600,codama_photo,525,374,Mon Jul 22 12:59:21 +0000 2024,633,False,3314,"『　Fluffy &amp; Mellow　』

model：KOTONEさん @kotonefromjapan 
#ポートレート #portrait https://t.co/MvEkhZJzD6",2026-04-15 10:06:21,en,True,photo,https://pbs.twimg.com/media/HF8DiIzbAAAWSYL.jpg,False,False,False,False,20,5,0,268,1,0,"ポートレート,portrait",control,False,False,10,25,0.0932835820895522
syn_control_000386,,syn_user_706410,synuser_77056,934,1304,,2650,False,718,[synthetic] control post #386,2026-02-01 00:00:00,en,True,video,,False,False,False,False,0,0,0,19,0,0,"artistsontwitter,photography,portrait",control,0.0,True,18,0,0.0
syn_control_000494,,syn_user_978491,synuser_20094,806,602,,2502,False,2889,[synthetic] control post #494,2025-11-08 00:00:00,en,True,video,,True,False,False,False,7,0,0,19,0,0,"photography,nsfw,digitalart",control,0.0,True,2,7,0.3684210526315789
syn_control_000468,,syn_user_278530,synuser_73766,429,75,,30,False,1102,[synthetic] control post #468,2026-02-03 00:00:00,en,True,,,False,False,False,False,2,0,0,18,0,0,"nsfw,photography,portrait",control,0.0,True,9,2,0.1111111111111111
syn_control_000412,,syn_user_342276,synuser_59034,1028,1644,,2622,False,279,[synthetic] control post #412,2026-03-30 00:00:00,en,True,video,,False,False,False,False,4,0,0,15,0,0,portrait,control,0.0,True,6,4,0.26666666666666666
syn_control_000683,,syn_user_645852,synuser_70527,871,192,,2736,False,2711,[synthetic] control post #683,2026-02-16 00:00:00,en,False,,,False,False,False,True,9,0,0,30,0,0,"artistsontwitter,photography",control,0.0,True,6,9,0.3
syn_control_000686,,syn_user_123908,synuser_10943,846,1745,,2763,False,8945,[synthetic] control post #686,2025-12-06 00:00:00,en,True,photo,,False,False,False,True,4,0,0,21,0,0,digitalart,control,0.0,True,1,4,0.19047619047619047
syn_control_000541,,syn_user_718721,synuser_81589,715,1512,,2525,False,2838,[synthetic] control post #541,2026-04-01 00:00:00,en,True,photo,,False,False,False,False,1,0,0,20,0,0,"digitalart,portrait,photography",control,0.0,True,4,1,0.05
syn_control_000615,,syn_user_190440,synuser_17539,600,1874,,889,False,1145,[synthetic] control post #615,2026-01-12 00:00:00,en,True,,,False,False,False,False,0,0,0,21,0,0,"photography,nsfw,portrait",control,0.0,True,18,0,0.0
syn_control_000528,,syn_user_785434,synuser_70917,724,755,,1102,True,2761,[synthetic] control post #528,2026-04-02 00:00:00,en,True,photo,,False,False,False,True,0,0,0,9,0,0,"portrait,photography",control,0.0,True,22,0,0.0
syn_control_000508,,syn_user_423490,synuser_80164,879,1557,,567,False,7339,[synthetic] control post #508,2026-02-16 00:00:00,en,True,photo,,False,False,False,False,0,0,0,13,0,0,"digitalart,nsfw,portrait",control,0.0,True,1,0,0.0
syn_control_000605,,syn_user_680656,synuser_44942,642,1924,,1081,False,2506,[synthetic] control post #605,2026-04-14 00:00:00,en,True,,,False,False,False,False,0,0,0,18,0,0,"photography,digitalart,portrait",control,0.0,True,13,0,0.0
syn_control_000654,,syn_user_885052,synuser_23645,841,1610,,3247,False,1247,[synthetic] control post #654,2026-02-01 00:00:00,en,True,,,False,False,False,False,1,0,0,18,0,0,"artistsontwitter,digitalart,nsfw",control,0.0,True,13,1,0.05555555555555555
syn_control_000650,,syn_user_625331,synuser_37769,888,158,,2162,False,2159,[synthetic] control post #650,2026-02-16 00:00:00,en,False,photo,,True,False,False,False,2,0,0,20,0,0,artistsontwitter,control,0.0,True,14,2,0.1
syn_control_000664,,syn_user_801206,synuser_36846,629,1185,,1730,False,2158,[synthetic] control post #664,2026-02-12 00:00:00,en,False,photo,,False,False,False,False,0,0,0,19,0,0,"artistsontwitter,portrait,photography",control,0.0,True,0,0,0.0
syn_control_000415,,syn_user_172333,synuser_84594,653,1706,,4713,False,9777,[synthetic] control post #415,2026-04-11 00:00:00,en,True,photo,,False,False,False,False,0,0,0,14,0,0,"digitalart,portrait",control,0.0,True,22,0,0.0
2042739585378144507,https://x.com/CDReferences/status/2042739585378144507,2708753324,CDReferences,137275,1376,Tue Aug 05 08:30:16 +0000 2014,4272,True,12844,"The Art of Range Murata → https://t.co/jDa2HCg9bc

#artist #portfolio #illustration #art https://t.co/tSBTJiCj8s",2026-04-10 23:00:44,en,True,photo,"https://pbs.twimg.com/media/HFlE0yQWIAAhcnd.jpg,https://pbs.twimg.com/media/HFlE04tXcAA4ULU.jpg,https://pbs.twimg.com/media/HFlE09HWIAA4tEz.jpg,https://pbs.twimg.com/media/HFlE074XsAAYGuT.jpg",False,False,False,False,972,80,1,24154,289,1,"artist,portfolio,illustration,art",control,False,False,23,1054,0.0436366647346195
syn_control_000620,,syn_user_585297,synuser_49643,691,1525,,1422,False,9414,[synthetic] control post #620,2025-12-11 00:00:00,en,True,video,,False,False,False,True,1,0,0,13,0,0,"photography,nsfw,digitalart",control,0.0,True,8,1,0.07692307692307693
syn_control_000421,,syn_user_263524,synuser_48340,641,99,,3384,False,1833,[synthetic] control post #421,2026-03-07 00:00:00,en,False,video,,True,False,False,False,1,0,0,7,0,0,"portrait,photography,nsfw",control,0.0,True,9,1,0.14285714285714285
syn_control_000677,,syn_user_200957,synuser_34622,577,458,,30,False,1942,[synthetic] control post #677,2026-02-12 00:00:00,en,True,photo,,False,False,False,False,9,0,0,14,0,0,"nsfw,digitalart",control,0.0,True,13,9,0.6428571428571429
syn_control_000619,,syn_user_457004,synuser_99341,1176,1901,,154,False,8253,[synthetic] control post #619,2025-12-02 00:00:00,en,True,photo,,False,False,True,False,0,0,0,21,0,0,"photography,nsfw,portrait",control,0.0,True,23,0,0.0
syn_control_000491,,syn_user_478444,synuser_76117,1201,980,,2878,False,6605,[synthetic] control post #491,2025-11-22 00:00:00,en,False,photo,,False,False,False,False,6,0,0,21,0,0,"portrait,digitalart",control,0.0,True,23,6,0.2857142857142857
2044144828900938072,https://x.com/stjohnsphoto/status/2044144828900938072,363823043,stjohnsphoto,25042,7153,Sun Aug 28 19:06:44 +0000 2011,5345,False,39071,"George Charles Beresford #photography  Virginia Woolf, July 1902 https://t.co/m5YpWQhGYQ",2026-04-14 20:04:40,en,True,photo,https://pbs.twimg.com/media/HF5C4znWoAAqjnp.jpg,False,False,False,False,75,15,1,1446,4,0,photography,control,False,False,20,91,0.0629322268326417
syn_control_000556,,syn_user_678195,synuser_50626,611,1825,,1974,False,2099,[synthetic] control post #556,2026-02-19 00:00:00,en,True,video,,False,False,False,False,7,0,0,17,0,0,nsfw,control,0.0,True,6,7,0.4117647058823529
syn_control_000562,,syn_user_749159,synuser_56898,723,726,,986,False,1663,[synthetic] control post #562,2025-12-21 00:00:00,en,True,photo,,True,False,True,False,9,0,0,18,0,0,"digitalart,artistsontwitter",control,0.0,True,5,9,0.5
syn_control_000588,,syn_user_994132,synuser_60863,485,659,,30,False,62,[synthetic] control post #588,2026-02-21 00:00:00,en,True,video,,False,False,False,False,2,0,0,14,0,0,photography,control,0.0,True,22,2,0.14285714285714285
syn_control_000406,,syn_user_574913,synuser_65509,903,484,,656,False,198,[synthetic] control post #406,2026-02-22 00:00:00,en,False,photo,,True,False,False,False,4,0,0,21,0,0,digitalart,control,0.0,True,7,4,0.19047619047619047
syn_control_000658,,syn_user_176477,synuser_49577,796,1653,,3120,False,2565,[synthetic] control post #658,2026-02-11 00:00:00,en,True,video,,True,False,False,False,0,0,0,13,0,0,artistsontwitter,control,0.0,True,17,0,0.0
syn_control_000544,,syn_user_246285,synuser_10594,927,1729,,1939,False,2326,[synthetic] control post #544,2026-01-01 00:00:00,en,True,photo,,False,False,False,False,0,0,0,10,0,0,"digitalart,nsfw",control,0.0,True,7,0,0.0
syn_control_000432,,syn_user_193309,synuser_89185,962,942,,521,False,8650,[synthetic] control post #432,2026-03-04 00:00:00,en,False,photo,,False,False,False,True,1,0,0,13,0,0,digitalart,control,0.0,True,2,1,0.07692307692307693
syn_control_000383,,syn_user_590173,synuser_14074,738,1801,,1162,False,6694,[synthetic] control post #383,2025-11-14 00:00:00,en,True,video,,False,False,False,True,5,0,0,21,0,0,"digitalart,portrait,photography",control,0.0,True,0,5,0.23809523809523808
2044806145898877135,https://x.com/somnomaly/status/2044806145898877135,1828066151785500673,somnomaly,51,180,Mon Aug 26 13:45:17 +0000 2024,598,False,91,"🦇 Unique character design for sale! 🦇 Purchase to remove the mosaic censor: https://t.co/n9WoHZSDra 

Once purchased, you own the character and can do whatever you want with them.  #adoptablecharacter #digitalart #artistsontwitter https://t.co/YyFYo2VSXW",2026-04-16 15:52:30,en,True,photo,"https://pbs.twimg.com/media/HGCcUvebAAAd0gD.jpg,https://pbs.twimg.com/media/HGCcVN0bEAA852H.png",False,False,False,False,1,0,0,11,0,0,"adoptablecharacter,digitalart,artistsontwitter",control,False,False,15,1,0.0909090909090909
syn_control_000364,,syn_user_158344,synuser_40029,757,860,,1908,False,8919,[synthetic] control post #364,2026-04-01 00:00:00,en,True,video,,False,False,False,False,1,0,0,18,0,0,"photography,artistsontwitter",control,0.0,True,0,1,0.05555555555555555
syn_control_000552,,syn_user_385505,synuser_11089,777,974,,922,False,8997,[synthetic] control post #552,2025-12-13 00:00:00,en,True,video,,False,False,False,True,6,0,0,21,0,0,"photography,nsfw",control,0.0,True,8,6,0.2857142857142857
syn_control_000437,,syn_user_391920,synuser_15382,942,419,,2103,False,8033,[synthetic] control post #437,2026-03-12 00:00:00,en,True,,,False,False,True,False,0,0,0,13,0,0,"artistsontwitter,nsfw",control,0.0,True,16,0,0.0
syn_control_000540,,syn_user_854458,synuser_10508,619,1861,,991,False,49,[synthetic] control post #540,2025-12-15 00:00:00,en,True,photo,,False,False,False,False,0,0,0,16,0,0,"portrait,digitalart",control,0.0,True,16,0,0.0
2039738663815319991,https://x.com/auri_nox/status/2039738663815319991,1224714192814530561,auri_nox,6807,476,Tue Feb 04 15:20:06 +0000 2020,2263,False,2193,"♥ bust adoptables! ♥

sp1 (bust): 60$ 
sp2 (bust+fullbody): 240$ 
claim in comments or dm me! :3 

✨ Payment via Boosty or Easystart! ✨
♥Your RTs help me a lot, thank you very much! qwq ♥

#artistsontwitter #dndcharacter #dnd #characterdesign #adopt https://t.co/WVPGSHyW59",2026-04-02 16:16:08,en,True,photo,https://pbs.twimg.com/media/HE6bEPPX0AAdfeC.jpg,False,False,False,False,500,40,6,7167,81,1,"artistsontwitter,dndcharacter,dnd,characterdesign,adopt",control,False,False,16,547,0.076322031533417
syn_control_000638,,syn_user_808799,synuser_65319,1152,973,,3402,False,2763,[synthetic] control post #638,2026-03-10 00:00:00,en,False,,,False,False,True,True,1,0,0,11,0,0,portrait,control,0.0,True,20,1,0.09090909090909091
syn_control_000676,,syn_user_974262,synuser_72851,1049,1704,,1104,False,2933,[synthetic] control post #676,2026-02-13 00:00:00,en,False,,,False,False,False,False,3,0,0,14,0,0,"portrait,artistsontwitter",control,0.0,True,7,3,0.21428571428571427
syn_control_000419,,syn_user_948096,synuser_43930,772,385,,4551,False,514,[synthetic] control post #419,2026-02-25 00:00:00,en,False,photo,,False,False,False,False,0,0,0,13,0,0,"portrait,photography,artistsontwitter",control,0.0,True,17,0,0.0
syn_control_000489,,syn_user_337456,synuser_71951,713,1526,,2662,False,630,[synthetic] control post #489,2026-01-21 00:00:00,en,True,photo,,False,False,True,True,0,0,0,19,0,0,nsfw,control,0.0,True,0,0,0.0
syn_control_000698,,syn_user_641488,synuser_60570,818,1953,,282,False,7177,[synthetic] control post #698,2025-12-31 00:00:00,en,False,photo,,False,False,True,True,1,0,0,15,0,0,nsfw,control,0.0,True,2,1,0.06666666666666667
syn_control_000644,,syn_user_454587,synuser_52727,442,1699,,1593,False,1066,[synthetic] control post #644,2026-04-04 00:00:00,en,True,photo,,False,False,False,False,8,0,0,18,0,0,"artistsontwitter,photography",control,0.0,True,23,8,0.4444444444444444
syn_control_000413,,syn_user_963792,synuser_65769,706,1289,,2960,False,1469,[synthetic] control post #413,2026-02-21 00:00:00,en,False,photo,,False,False,False,False,7,0,0,17,0,0,"artistsontwitter,portrait",control,0.0,True,9,7,0.4117647058823529
syn_control_000570,,syn_user_852895,synuser_44203,598,270,,312,False,4259,[synthetic] control post #570,2025-11-24 00:00:00,en,True,,,False,False,False,True,0,0,0,17,0,0,"photography,portrait",control,0.0,True,10,0,0.0
syn_control_000515,,syn_user_262910,synuser_69667,664,446,,1388,False,9263,[synthetic] control post #515,2026-03-25 00:00:00,en,True,photo,,False,False,False,False,9,0,0,25,0,0,"artistsontwitter,photography,digitalart",control,0.0,True,22,9,0.36
syn_control_000607,,syn_user_333464,synuser_48584,1300,1604,,3046,False,7300,[synthetic] control post #607,2025-11-07 00:00:00,en,True,video,,False,False,False,False,11,0,0,29,0,0,"artistsontwitter,digitalart",control,0.0,True,11,11,0.3793103448275862
syn_control_000559,,syn_user_513048,synuser_20114,666,1045,,635,False,7699,[synthetic] control post #559,2026-02-16 00:00:00,en,True,photo,,False,False,False,False,0,0,0,15,0,0,"nsfw,portrait",control,0.0,True,3,0,0.0
syn_control_000636,,syn_user_877814,synuser_65063,424,1775,,2736,False,2747,[synthetic] control post #636,2026-02-21 00:00:00,en,False,photo,,False,False,False,False,13,0,0,20,0,0,"digitalart,nsfw",control,0.0,True,13,13,0.65
syn_control_000520,,syn_user_983653,synuser_20616,622,892,,320,True,3276,[synthetic] control post #520,2026-02-23 00:00:00,en,True,,,False,False,False,False,7,0,0,22,0,0,photography,control,0.0,True,7,7,0.3181818181818182
syn_control_000482,,syn_user_933707,synuser_92620,1204,680,,1574,False,2475,[synthetic] control post #482,2026-01-06 00:00:00,en,False,photo,,False,False,False,False,0,0,0,21,0,0,"portrait,digitalart",control,0.0,True,2,0,0.0
syn_control_000573,,syn_user_989239,synuser_31687,531,1494,,1780,False,7022,[synthetic] control post #573,2025-11-24 00:00:00,en,True,photo,,False,False,False,False,8,0,0,18,0,0,"artistsontwitter,portrait",control,0.0,True,7,8,0.4444444444444444
syn_control_000427,,syn_user_434224,synuser_22935,531,848,,1545,False,2770,[synthetic] control post #427,2026-02-21 00:00:00,en,False,photo,,False,False,False,False,2,0,0,17,0,0,"portrait,photography",control,0.0,True,13,2,0.11764705882352941
syn_control_000613,,syn_user_112666,synuser_67513,480,1448,,2535,False,5288,[synthetic] control post #613,2026-03-26 00:00:00,en,True,video,,False,False,False,False,14,0,0,40,0,0,"nsfw,digitalart",control,0.0,True,20,14,0.35
syn_control_000589,,syn_user_998802,synuser_69134,886,588,,810,False,5031,[synthetic] control post #589,2025-12-06 00:00:00,en,False,video,,False,False,False,False,1,0,0,13,0,0,"nsfw,portrait",control,0.0,True,2,1,0.07692307692307693
syn_control_000476,,syn_user_749343,synuser_17721,920,1528,,1285,False,1237,[synthetic] control post #476,2026-01-13 00:00:00,en,True,photo,,False,False,False,False,0,0,0,20,0,0,"photography,digitalart",control,0.0,True,12,0,0.0
syn_control_000531,,syn_user_242710,synuser_26988,954,480,,3734,False,3111,[synthetic] control post #531,2026-01-29 00:00:00,en,True,,,False,False,False,False,1,0,0,19,0,0,nsfw,control,0.0,True,0,1,0.05263157894736842
syn_control_000503,,syn_user_493794,synuser_48042,854,703,,1477,False,3187,[synthetic] control post #503,2026-04-04 00:00:00,en,True,,,True,False,False,True,2,0,0,27,0,0,photography,control,0.0,True,5,2,0.07407407407407407
syn_control_000486,,syn_user_864150,synuser_60099,442,769,,2060,False,6726,[synthetic] control post #486,2025-12-27 00:00:00,en,False,video,,False,False,False,False,10,0,0,19,0,0,"digitalart,nsfw,portrait",control,0.0,True,2,10,0.5263157894736842
syn_control_000469,,syn_user_890810,synuser_50704,745,930,,2554,False,8040,[synthetic] control post #469,2026-02-24 00:00:00,en,False,,,False,False,False,False,7,0,0,20,0,0,"nsfw,portrait,artistsontwitter",control,0.0,True,15,7,0.35
syn_control_000550,,syn_user_601861,synuser_88389,819,720,,3049,False,2057,[synthetic] control post #550,2026-02-18 00:00:00,en,True,photo,,False,False,False,True,1,0,0,20,0,0,portrait,control,0.0,True,23,1,0.05
syn_control_000690,,syn_user_410057,synuser_17642,473,1646,,2553,False,1710,[synthetic] control post #690,2026-02-06 00:00:00,en,True,video,,False,False,False,False,4,0,0,16,0,0,"portrait,photography",control,0.0,True,16,4,0.25
syn_control_000454,,syn_user_505791,synuser_28409,782,462,,1129,False,4058,[synthetic] control post #454,2025-11-15 00:00:00,en,True,photo,,False,False,False,False,5,0,0,12,0,0,"photography,digitalart,portrait",control,0.0,True,19,5,0.4166666666666667
